car_park_no,update_datetime,capacity_H_lots,available_H_lots,capacity_C_lots,available_C_lots,capacity_Y_lots,available_Y_lots,capacity_L_lots,available_L_lots,capacity_S_lots,available_S_lots,capacity_M_lots,available_M_lots
B33,2025-03-08T13:18:45,0,0,129,76,0,0,0,0,0,0,0,0
B32,2025-03-08T13:18:45,0,0,124,74,0,0,0,0,0,0,0,0
KB17,2025-03-08T13:19:49,0,0,47,16,0,0,0,0,0,0,0,0
KB10,2025-03-08T13:19:50,0,0,164,0,0,0,0,0,0,0,0,0
KB11,2025-03-08T13:19:50,0,0,209,49,0,0,0,0,0,0,0,0
SD9,2025-03-08T13:19:42,0,0,41,22,0,0,0,0,0,0,0,0
W54,2025-03-08T13:18:06,0,0,267,161,0,0,0,0,0,0,0,0
BE23,2025-03-08T13:19:35,0,0,563,159,0,0,0,0,0,0,0,0
Y52M,2025-03-08T13:18:00,0,0,361,224,0,0,0,0,0,0,0,0
Y9,2025-03-08T13:18:09,0,0,262,133,0,0,0,0,0,0,0,0
Y20,2025-03-08T13:18:13,0,0,60,0,0,0,0,0,0,0,0,0
Y10,2025-03-08T13:18:07,0,0,1145,674,0,0,0,0,0,0,0,0
PM30,2025-03-08T13:19:19,0,0,351,176,0,0,0,0,0,0,0,0
PM3,2025-03-08T13:19:19,0,0,388,250,0,0,0,0,0,0,0,0
TWM3,2025-03-08T13:19:44,0,0,1000,885,0,0,0,0,0,0,0,0
CK61,2025-03-08T13:19:22,0,0,1272,1084,0,0,0,0,0,0,0,0
CK60,2025-03-08T13:19:20,0,0,1318,1149,0,0,0,0,0,0,0,0
SK91,2025-03-08T13:17:50,0,0,381,268,0,0,0,0,0,0,0,0
SK75,2025-03-08T13:19:30,0,0,222,120,0,0,0,0,0,0,0,0
SK74,2025-03-08T13:19:34,0,0,225,120,0,0,0,0,0,0,0,0
SK88,2025-03-08T13:19:32,0,0,369,236,0,0,0,0,0,0,0,0
SK71,2025-03-08T13:19:27,0,0,233,121,0,0,0,0,0,0,0,0
SK43,2025-03-08T13:18:00,0,0,317,249,0,0,0,0,0,0,0,0
SK70,2025-03-08T13:19:35,0,0,162,85,0,0,0,0,0,0,0,0
SK92,2025-03-08T13:17:48,0,0,296,196,0,0,0,0,0,0,0,0
SK80,2025-03-08T13:19:34,0,0,354,194,0,0,0,0,0,0,0,0
SK72,2025-03-08T13:19:41,0,0,200,95,0,0,0,0,0,0,0,0
SK73,2025-03-08T13:19:20,0,0,208,154,0,0,0,0,0,0,0,0
SK83,2025-03-08T13:18:07,0,0,102,49,0,0,0,0,0,0,0,0
SK86,2025-03-08T13:19:22,0,0,374,252,0,0,0,0,0,0,0,0
SK78,2025-03-08T13:19:37,0,0,266,158,0,0,0,0,0,0,0,0
SK68,2025-03-08T13:19:34,0,0,233,143,0,0,0,0,0,0,0,0
SK3,2025-03-08T13:18:08,0,0,700,460,0,0,0,0,0,0,0,0
SK58,2025-03-08T13:19:31,0,0,1164,850,0,0,0,0,0,0,0,0
SK62,2019-11-01T10:05:39,0,0,646,473,0,0,0,0,0,0,0,0
SK87,2025-03-08T13:18:03,0,0,115,65,0,0,0,0,0,0,0,0
CK3A,2025-03-08T13:19:38,0,0,517,456,0,0,0,0,0,0,0,0
CK3,2025-03-08T13:19:39,0,0,282,147,0,0,0,0,0,0,0,0
CK55,2025-03-08T13:19:45,0,0,356,179,0,0,0,0,0,0,0,0
CK29,2025-03-08T13:19:47,0,0,26,4,0,0,0,0,0,0,0,0
CK28,2025-03-08T13:20:01,0,0,184,127,0,0,0,0,0,0,0,0
AM22,2025-03-08T13:19:39,0,0,459,328,0,0,0,0,0,0,0,0
AM20,2025-03-08T13:19:39,0,0,676,497,0,0,0,0,0,0,0,0
AM18,2025-03-08T13:19:39,0,0,451,214,0,0,0,0,0,0,0,0
A20,2025-03-08T13:19:39,0,0,83,0,0,0,0,0,0,0,0,0
A65,2025-03-08T13:19:42,0,0,97,58,0,0,0,0,0,0,0,0
A60,2025-03-08T13:19:20,0,0,517,339,0,0,0,0,0,0,0,0
A50,2025-03-08T13:19:36,0,0,206,80,0,0,0,0,0,0,0,0
HG22,2025-03-08T13:19:37,0,0,116,30,0,0,0,0,0,0,0,0
CK25,2025-03-08T13:19:58,0,0,107,22,0,0,0,0,0,0,0,0
CK24,2025-03-08T13:19:58,0,0,30,1,0,0,0,0,0,0,0,0
STAM,2025-03-08T13:16:11,50,0,274,92,58,34,0,0,0,0,0,0
AM79,2025-03-08T13:19:36,0,0,472,324,0,0,0,0,0,0,0,0
A34,2025-03-08T13:19:46,0,0,220,107,0,0,0,0,0,0,0,0
AM96,2025-03-08T13:19:41,0,0,525,336,0,0,0,0,0,0,0,0
A85,2025-03-08T13:19:15,0,0,93,48,0,0,0,0,0,0,0,0
A72,2025-03-08T13:19:32,0,0,358,221,0,0,0,0,0,0,0,0
A67,2025-03-08T13:19:45,0,0,712,464,0,0,0,0,0,0,0,0
SK51,2025-03-08T13:18:45,10,0,541,472,142,121,0,0,0,0,0,0
BMVM,2025-03-08T13:15:22,50,50,361,263,40,13,0,0,0,0,0,0
HE3,2025-03-08T13:15:20,1,0,148,32,53,24,0,0,0,0,0,0
TB2,2025-03-08T13:17:15,100,0,51,0,18,10,0,0,0,0,0,0
JKM,2025-03-08T13:15:12,100,0,360,281,111,6,0,0,0,0,0,0
JKS,2025-03-08T13:15:12,100,0,42,0,37,0,0,0,0,0,0,0
SPM,2025-03-08T13:18:43,0,0,719,548,0,0,0,0,0,0,0,0
FR2C,2025-03-08T13:14:45,1,0,256,155,27,14,0,0,0,0,0,0
GM1A,2025-03-08T13:17:25,1,0,414,273,180,153,0,0,0,0,0,0
AR5M,2025-03-08T13:18:34,1,50,419,213,128,74,0,0,0,0,0,0
AR9,2025-03-08T13:18:34,1,50,64,8,24,12,0,0,0,0,0,0
C5,2025-03-08T13:17:23,100,100,361,92,190,135,0,0,0,0,0,0
C9,2025-03-08T13:14:59,1,0,316,218,125,90,0,0,0,0,0,0
U46,2025-03-08T13:19:44,0,0,241,126,0,0,0,0,0,0,0,0
U15,2025-03-08T13:20:01,0,0,419,224,0,0,0,0,0,0,0,0
U3,2025-03-08T13:19:51,0,0,159,105,0,0,0,0,0,0,0,0
U32,2025-03-08T13:19:55,0,0,128,72,0,0,0,0,0,0,0,0
B75,2025-03-08T13:19:35,0,0,329,281,0,0,0,0,0,0,0,0
U38,2025-03-08T13:17:39,0,0,115,39,0,0,0,0,0,0,0,0
U10,2025-03-08T13:18:42,0,0,214,110,0,0,0,0,0,0,0,0
C8,2025-03-08T13:19:22,0,0,347,246,0,0,0,0,0,0,0,0
J60M,2025-03-08T13:19:41,0,0,543,339,0,0,0,0,0,0,0,0
J38,2025-03-08T13:19:52,0,0,27,0,0,0,0,0,0,0,0,0
UBKM,2025-03-08T13:18:58,0,0,343,203,0,0,0,0,0,0,0,0
UBK2,2025-03-08T13:18:58,0,0,287,3,0,0,0,0,0,0,0,0
UBK5,2025-03-08T13:09:58,0,0,143,87,0,0,0,0,0,0,0,0
NT7L,2025-03-08T13:19:05,0,0,4,2,0,0,0,0,0,0,0,0
U17,2025-03-08T13:19:54,0,0,427,214,0,0,0,0,0,0,0,0
U4,2025-03-08T13:19:49,0,0,259,116,0,0,0,0,0,0,0,0
U1,2025-03-08T13:19:36,0,0,516,272,0,0,0,0,0,0,0,0
TGML,2025-03-08T13:19:32,0,0,4,0,0,0,0,0,0,0,0,0
BRBL,2025-03-08T13:18:40,0,0,10,5,0,0,0,0,0,0,0,0
BL18,2025-03-08T13:19:46,0,0,391,283,0,0,0,0,0,0,0,0
BRB1,2025-03-08T13:18:40,0,0,170,5,0,0,0,0,0,0,0,0
J61,2025-03-08T13:20:01,0,0,779,416,0,0,0,0,0,0,0,0
J73,2025-03-08T13:19:53,0,0,713,432,0,0,0,0,0,0,0,0
J74,2025-03-08T13:19:43,0,0,367,198,0,0,0,0,0,0,0,0
U39,2025-03-08T13:19:59,0,0,248,198,0,0,0,0,0,0,0,0
U40,2025-03-08T13:19:59,0,0,288,244,0,0,0,0,0,0,0,0
U41,2025-03-08T13:19:51,0,0,30,0,0,0,0,0,0,0,0,0
C3M,2025-03-08T13:15:11,1,0,882,355,354,294,0,0,0,0,0,0
C4M,2025-03-08T13:15:15,1,0,392,199,49,31,0,0,0,0,0,0
J70,2025-03-08T13:19:56,0,0,147,49,0,0,0,0,0,0,0,0
J75M,2025-03-08T13:19:46,0,0,326,210,0,0,0,0,0,0,0,0
JM15,2025-03-08T13:19:47,0,0,490,412,0,0,0,0,0,0,0,0
JM18,2025-03-08T13:19:48,0,0,508,354,0,0,0,0,0,0,0,0
C24,2025-03-08T13:09:06,50,0,450,53,79,58,0,0,0,0,0,0
C27,2025-03-08T13:13:03,10,0,16,2,12,9,0,0,0,0,0,0
KTM5,2025-03-08T13:15:08,100,0,512,344,170,133,0,0,0,0,0,0
KTM6,2019-08-01T08:03:57,0,0,252,248,0,0,0,0,0,0,0,0
BP2,2025-03-08T13:19:35,0,0,317,113,0,0,0,0,0,0,0,0
BBM3,2025-03-08T13:19:58,0,0,1210,815,0,0,0,0,0,0,0,0
BBM5,2025-03-08T13:20:01,0,0,951,590,0,0,0,0,0,0,0,0
U33,2025-03-08T13:20:01,0,0,290,138,0,0,0,0,0,0,0,0
U34,2025-03-08T13:19:57,0,0,303,149,0,0,0,0,0,0,0,0
J84M,2025-03-08T13:19:42,0,0,285,180,0,0,0,0,0,0,0,0
J85M,2025-03-08T13:19:50,0,0,230,108,0,0,0,0,0,0,0,0
Q84,2025-03-08T13:17:25,100,0,256,50,180,139,0,0,0,0,0,0
Q87,2025-03-08T13:17:25,100,0,414,141,100,45,0,0,0,0,0,0
Q89,2025-03-08T13:17:25,100,0,200,89,100,45,0,0,0,0,0,0
BM5,2025-03-08T13:18:41,100,0,46,15,8,1,0,0,0,0,0,0
TB1,2025-03-08T13:17:18,1,0,58,7,22,10,0,0,0,0,0,0
TB3,2025-03-08T13:17:15,100,100,154,59,56,44,0,0,0,0,0,0
TB9,2025-03-08T13:15:11,100,0,77,4,45,34,0,0,0,0,0,0
TBC3,2025-03-08T13:17:18,106,0,106,54,95,74,0,0,0,0,0,0
C26,2025-03-08T13:15:06,8,1,35,1,25,22,0,0,0,0,0,0
C25,2025-03-08T13:15:05,50,0,154,32,12,8,0,0,0,0,0,0
C22M,2025-03-08T13:13:03,50,0,188,138,22,1,0,0,0,0,0,0
JM7,2025-03-08T13:20:01,0,0,1103,828,0,0,0,0,0,0,0,0
JM30,2025-03-08T13:19:38,0,0,754,570,0,0,0,0,0,0,0,0
J72,2025-03-08T13:19:38,0,0,220,114,0,0,0,0,0,0,0,0
J69,2025-03-08T13:19:04,0,0,222,94,0,0,0,0,0,0,0,0
JM23,2019-12-01T08:16:38,0,0,793,227,0,0,0,0,0,0,0,0
JM19,2025-03-08T13:19:37,0,0,1298,909,0,0,0,0,0,0,0,0
U43,2025-03-08T13:19:38,0,0,270,163,0,0,0,0,0,0,0,0
NT7,2025-03-08T13:19:05,0,0,383,234,0,0,0,0,0,0,0,0
W21,2025-03-08T13:20:10,0,0,495,215,0,0,0,0,0,0,0,0
W24,2025-03-08T13:12:09,0,0,557,209,0,0,0,0,0,0,0,0
M25,2025-03-08T13:18:43,0,0,417,241,0,0,0,0,0,0,0,0
M3,2025-03-08T13:19:09,0,0,126,57,0,0,0,0,0,0,0,0
M4,2025-03-08T13:19:16,0,0,470,302,0,0,0,0,0,0,0,0
MM1,2025-03-08T13:19:09,0,0,176,117,0,0,0,0,0,0,0,0
MM2,2025-03-08T13:18:43,0,0,350,255,0,0,0,0,0,0,0,0
MM4,2025-03-08T13:19:09,0,0,288,215,0,0,0,0,0,0,0,0
UA2,2025-03-08T13:19:06,0,0,73,0,0,0,0,0,0,0,0,0
UA3,2025-03-08T13:18:45,0,0,245,136,0,0,0,0,0,0,0,0
UA5,2025-03-08T13:18:46,0,0,337,179,0,0,0,0,0,0,0,0
UAM1,2025-03-08T13:19:06,0,0,466,354,0,0,0,0,0,0,0,0
JM31,2025-03-08T13:19:46,0,0,180,112,0,0,0,0,0,0,0,0
BBM9,2025-03-08T13:19:42,0,0,1200,662,0,0,0,0,0,0,0,0
C21M,2025-03-08T13:12:57,1,50,383,197,97,83,0,0,0,0,0,0
U13,2025-03-08T13:19:52,0,0,661,357,0,0,0,0,0,0,0,0
C13M,2025-03-08T13:14:09,50,50,280,87,110,86,0,0,0,0,0,0
C12,2025-03-08T13:14:09,50,50,323,220,120,93,0,0,0,0,0,0
C14M,2025-03-08T13:12:57,50,50,212,14,66,49,0,0,0,0,0,0
C10,2025-03-08T13:14:26,50,50,767,386,253,177,0,0,0,0,0,0
BL10,2025-03-08T13:19:46,0,0,239,126,0,0,0,0,0,0,0,0
BL19,2025-03-08T13:20:04,0,0,369,240,0,0,0,0,0,0,0,0
BL3,2025-03-08T13:19:38,0,0,196,57,0,0,0,0,0,0,0,0
J50,2025-03-08T13:20:01,0,0,434,211,0,0,0,0,0,0,0,0
J60L,2025-03-08T13:19:50,0,0,10,3,0,0,0,0,0,0,0,0
J62,2025-03-08T13:20:05,0,0,700,554,0,0,0,0,0,0,0,0
J62M,2025-03-08T13:19:48,0,0,200,164,0,0,0,0,0,0,0,0
J63,2025-03-08T13:19:53,0,0,150,75,0,0,0,0,0,0,0,0
J65,2025-03-08T13:19:50,0,0,1083,658,0,0,0,0,0,0,0,0
J71,2025-03-08T13:19:59,0,0,450,130,0,0,0,0,0,0,0,0
J76M,2025-03-08T13:19:42,0,0,415,283,0,0,0,0,0,0,0,0
J77M,2025-03-08T13:19:43,0,0,350,236,0,0,0,0,0,0,0,0
J78M,2025-03-08T13:20:02,0,0,458,217,0,0,0,0,0,0,0,0
J79M,2025-03-08T13:19:55,0,0,337,225,0,0,0,0,0,0,0,0
J80M,2025-03-08T13:19:54,0,0,441,276,0,0,0,0,0,0,0,0
J81M,2025-03-08T13:19:55,0,0,466,253,0,0,0,0,0,0,0,0
J82M,2025-03-08T13:18:17,0,0,535,214,0,0,0,0,0,0,0,0
J83M,2025-03-08T13:19:48,0,0,172,107,0,0,0,0,0,0,0,0
J86M,2025-03-08T13:19:53,0,0,191,133,0,0,0,0,0,0,0,0
J88M,2025-03-08T13:20:01,0,0,603,447,0,0,0,0,0,0,0,0
J89M,2025-03-08T13:19:56,0,0,591,436,0,0,0,0,0,0,0,0
J98M,2025-03-08T13:19:58,0,0,489,394,0,0,0,0,0,0,0,0
J99M,2025-03-08T13:20:04,0,0,502,408,0,0,0,0,0,0,0,0
JM10,2025-03-08T13:19:36,0,0,367,274,0,0,0,0,0,0,0,0
JM13,2025-03-08T13:19:39,0,0,1061,806,0,0,0,0,0,0,0,0
JM22,2025-03-08T13:19:54,0,0,538,536,0,0,0,0,0,0,0,0
JM25,2025-03-08T13:19:51,0,0,1033,775,0,0,0,0,0,0,0,0
JM28,2025-03-08T13:19:41,0,0,1302,1037,0,0,0,0,0,0,0,0
JM29,2021-03-08T07:44:02,0,0,641,387,0,0,0,0,0,0,0,0
TBM3,2025-03-08T13:13:00,50,50,385,318,94,56,0,0,0,0,0,0
TBM4,2025-03-08T13:10:54,50,50,503,346,67,33,0,0,0,0,0,0
BJ49,2025-03-08T13:19:29,0,0,1481,985,0,0,0,0,0,0,0,0
Y11,2025-03-08T13:17:57,0,0,678,410,0,0,0,0,0,0,0,0
Y8,2025-03-08T13:18:17,0,0,697,388,0,0,0,0,0,0,0,0
Y13,2025-03-08T13:18:17,0,0,262,142,0,0,0,0,0,0,0,0
Y3,2025-03-08T13:17:48,0,0,403,184,0,0,0,0,0,0,0,0
Y3M,2025-03-08T13:18:14,0,0,206,117,0,0,0,0,0,0,0,0
Y39,2025-03-08T13:18:00,0,0,205,63,0,0,0,0,0,0,0,0
Y69L,2025-03-08T13:19:38,0,0,4,0,0,0,0,0,0,0,0,0
Y48,2025-03-08T13:19:58,0,0,460,237,0,0,0,0,0,0,0,0
Y48M,2025-03-08T13:19:58,0,0,257,179,0,0,0,0,0,0,0,0
Y15,2025-03-08T13:17:53,0,0,308,118,0,0,0,0,0,0,0,0
Y4,2025-03-08T13:18:17,0,0,807,386,0,0,0,0,0,0,0,0
Y27,2025-03-08T13:17:57,0,0,286,165,0,0,0,0,0,0,0,0
Y49,2025-03-08T13:19:29,0,0,566,249,0,0,0,0,0,0,0,0
Y21M,2025-03-08T13:18:01,0,0,367,253,0,0,0,0,0,0,0,0
Y28,2025-03-08T13:18:08,0,0,297,148,0,0,0,0,0,0,0,0
Y28M,2025-03-08T13:18:09,0,0,375,256,0,0,0,0,0,0,0,0
Y33,2025-03-08T13:18:14,0,0,101,41,0,0,0,0,0,0,0,0
Y49M,2025-03-08T13:19:39,0,0,267,190,0,0,0,0,0,0,0,0
Y49L,2025-03-08T13:19:39,0,0,19,0,0,0,0,0,0,0,0,0
U71,2025-03-08T13:16:27,0,0,89,56,0,0,0,0,0,0,0,0
Y7,2025-03-08T13:18:01,0,0,667,320,0,0,0,0,0,0,0,0
Y57,2025-03-08T13:18:33,0,0,18,0,0,0,0,0,0,0,0,0
Y21,2025-03-08T13:17:57,0,0,77,7,0,0,0,0,0,0,0,0
SB19,2025-03-08T13:18:09,0,0,789,546,0,0,0,0,0,0,0,0
SB24,2021-03-16T09:49:04,0,0,387,202,0,0,0,0,0,0,0,0
S19L,2021-03-16T09:49:04,0,0,4,3,0,0,0,0,0,0,0,0
S24L,2021-03-16T09:49:04,0,0,2,0,0,0,0,0,0,0,0,0
SB2,2025-03-08T13:18:17,0,0,383,279,0,0,0,0,0,0,0,0
SB16,2025-03-08T13:18:01,0,0,714,579,0,0,0,0,0,0,0,0
SB26,2025-03-08T13:18:16,0,0,1401,1101,0,0,0,0,0,0,0,0
SB27,2021-06-30T09:29:09,0,0,395,283,0,0,0,0,0,0,0,0
SB28,2021-06-30T09:29:09,0,0,498,341,0,0,0,0,0,0,0,0
Y83M,2025-03-08T13:19:58,0,0,739,524,0,0,0,0,0,0,0,0
SB3,2025-03-08T13:18:05,0,0,359,234,0,0,0,0,0,0,0,0
SB15,2025-03-08T13:17:49,0,0,1549,1250,0,0,0,0,0,0,0,0
Y83L,2025-03-08T13:19:41,0,0,6,0,0,0,0,0,0,0,0,0
SB4,2025-03-08T13:18:18,0,0,272,193,0,0,0,0,0,0,0,0
SB5,2025-03-08T13:18:02,0,0,395,274,0,0,0,0,0,0,0,0
SB18,2020-04-01T09:20:04,0,0,644,401,0,0,0,0,0,0,0,0
SB21,2025-03-08T13:17:53,0,0,1454,1113,0,0,0,0,0,0,0,0
SB29,2025-03-08T13:18:14,0,0,628,504,0,0,0,0,0,0,0,0
SB30,2025-03-08T13:17:55,0,0,922,783,0,0,0,0,0,0,0,0
SB31,2025-03-08T13:17:53,0,0,202,134,0,0,0,0,0,0,0,0
SB23,2025-03-08T13:18:09,0,0,550,382,0,0,0,0,0,0,0,0
SB22,2025-03-08T13:17:50,0,0,715,553,0,0,0,0,0,0,0,0
SB34,2025-03-08T13:18:11,0,0,63,14,0,0,0,0,0,0,0,0
SK36,2025-03-08T13:17:54,0,0,1336,940,0,0,0,0,0,0,0,0
SK37,2021-05-21T08:39:13,0,0,538,342,0,0,0,0,0,0,0,0
SK42,2021-05-21T08:39:13,0,0,465,286,0,0,0,0,0,0,0,0
SK23,2025-03-08T13:17:48,0,0,674,514,0,0,0,0,0,0,0,0
SK10,2025-03-08T13:18:03,0,0,394,297,0,0,0,0,0,0,0,0
SK19,2025-03-08T13:17:58,0,0,609,404,0,0,0,0,0,0,0,0
SK20,2021-01-08T08:45:23,0,0,283,188,0,0,0,0,0,0,0,0
SK11,2025-03-08T13:17:50,0,0,362,236,0,0,0,0,0,0,0,0
SK45,2025-03-08T13:17:55,0,0,556,403,0,0,0,0,0,0,0,0
SK4,2025-03-08T13:17:59,0,0,593,452,0,0,0,0,0,0,0,0
SK77,2025-03-08T13:19:26,0,0,412,207,0,0,0,0,0,0,0,0
SK16,2025-03-08T13:18:16,0,0,429,281,0,0,0,0,0,0,0,0
SK63,2025-03-08T13:17:48,0,0,494,355,0,0,0,0,0,0,0,0
SK7,2025-03-08T13:18:09,0,0,539,423,0,0,0,0,0,0,0,0
MR4,2025-03-08T13:18:13,0,0,35,1,0,0,0,0,0,0,0,0
CR7,2025-03-08T13:18:48,0,0,169,3,0,0,0,0,0,0,0,0
KB4,2025-03-08T13:19:05,0,0,408,299,0,0,0,0,0,0,0,0
JRM,2025-03-08T13:19:41,0,0,280,161,0,0,0,0,0,0,0,0
SD5,2025-03-08T13:19:48,0,0,64,9,0,0,0,0,0,0,0,0
KB12,2025-03-08T13:19:49,0,0,181,10,0,0,0,0,0,0,0,0
UBK4,2025-03-08T13:07:54,0,0,53,12,0,0,0,0,0,0,0,0
SD2,2025-03-08T13:19:25,0,0,29,2,0,0,0,0,0,0,0,0
SDM2,2025-03-08T13:19:25,0,0,135,57,0,0,0,0,0,0,0,0
SK61,2025-03-08T13:14:57,10,50,711,528,101,72,0,0,0,0,0,0
SG3,2025-03-08T13:19:33,0,0,143,63,0,0,0,0,0,0,0,0
NBRM,2025-03-08T09:41:21,0,0,395,248,0,0,0,0,0,0,0,0
SG2,2025-03-08T13:19:33,0,0,103,53,0,0,0,0,0,0,0,0
SDM,2025-03-08T13:17:43,0,0,192,171,0,0,0,0,0,0,0,0
SD3,2025-03-08T13:19:48,0,0,102,0,0,0,0,0,0,0,0,0
W107,2025-03-08T13:18:10,0,0,50,0,0,0,0,0,0,0,0,0
W30,2025-03-08T13:18:09,0,0,285,190,0,0,0,0,0,0,0,0
W28,2025-03-08T13:18:03,0,0,27,26,0,0,0,0,0,0,0,0
W44,2025-03-08T13:18:06,0,0,245,78,0,0,0,0,0,0,0,0
W45,2025-03-08T13:18:05,0,0,324,166,0,0,0,0,0,0,0,0
W7,2025-03-08T13:18:06,0,0,128,13,0,0,0,0,0,0,0,0
W19,2025-03-08T13:19:49,0,0,322,133,0,0,0,0,0,0,0,0
W780,2025-03-08T13:17:48,0,0,350,213,0,0,0,0,0,0,0,0
W101,2025-03-08T13:18:14,0,0,486,370,0,0,0,0,0,0,0,0
W13,2025-03-08T13:18:10,0,0,272,119,0,0,0,0,0,0,0,0
W48,2025-03-08T13:18:13,0,0,291,177,0,0,0,0,0,0,0,0
W102,2025-03-08T13:18:08,0,0,452,293,0,0,0,0,0,0,0,0
W37,2025-03-08T13:17:58,0,0,50,3,0,0,0,0,0,0,0,0
W52,2025-03-08T13:18:05,0,0,285,188,0,0,0,0,0,0,0,0
W64,2025-03-08T13:18:04,0,0,352,215,0,0,0,0,0,0,0,0
W17,2025-03-08T13:17:59,0,0,406,210,0,0,0,0,0,0,0,0
W18,2025-03-08T13:18:14,0,0,563,273,0,0,0,0,0,0,0,0
W58,2025-03-08T13:18:02,0,0,382,271,0,0,0,0,0,0,0,0
W5,2025-03-08T13:18:18,0,0,205,90,0,0,0,0,0,0,0,0
W5M,2025-03-08T13:18:12,0,0,203,118,0,0,0,0,0,0,0,0
W23,2025-03-08T13:18:09,0,0,628,337,0,0,0,0,0,0,0,0
W40,2025-03-08T13:17:52,0,0,304,124,0,0,0,0,0,0,0,0
W49,2025-03-08T13:18:16,0,0,833,521,0,0,0,0,0,0,0,0
W50,2021-04-23T11:38:55,0,0,254,201,0,0,0,0,0,0,0,0
W51,2021-04-23T11:38:55,0,0,304,242,0,0,0,0,0,0,0,0
W36,2025-03-08T13:17:55,0,0,539,261,0,0,0,0,0,0,0,0
W10,2025-03-08T13:17:56,0,0,116,70,0,0,0,0,0,0,0,0
W6,2025-03-08T13:18:12,0,0,57,13,0,0,0,0,0,0,0,0
W181,2025-03-08T13:18:10,0,0,275,153,0,0,0,0,0,0,0,0
W14,2025-03-08T13:18:15,0,0,328,172,0,0,0,0,0,0,0,0
PM6,2025-03-08T13:19:56,0,0,412,239,0,0,0,0,0,0,0,0
PM17,2025-03-08T13:19:29,0,0,398,225,0,0,0,0,0,0,0,0
PM14,2025-03-08T13:19:38,0,0,428,273,0,0,0,0,0,0,0,0
PM29,2025-03-08T13:19:56,0,0,412,252,0,0,0,0,0,0,0,0
PM16,2025-03-08T13:19:15,0,0,245,134,0,0,0,0,0,0,0,0
PM18,2025-03-08T13:18:56,0,0,247,135,0,0,0,0,0,0,0,0
PM11,2025-03-08T13:19:40,0,0,227,121,0,0,0,0,0,0,0,0
PM7,2025-03-08T13:19:26,0,0,239,150,0,0,0,0,0,0,0,0
PM13,2025-03-08T13:19:38,0,0,435,211,0,0,0,0,0,0,0,0
PM45,2025-03-08T13:19:41,0,0,522,288,0,0,0,0,0,0,0,0
PM41,2025-03-08T13:19:37,0,0,359,197,0,0,0,0,0,0,0,0
PR1,2025-03-08T13:19:33,0,0,301,158,0,0,0,0,0,0,0,0
PM19,2025-03-08T13:19:33,0,0,437,341,0,0,0,0,0,0,0,0
JM33,2025-03-08T13:19:26,0,0,299,209,0,0,0,0,0,0,0,0
JS33,2025-03-08T13:19:26,0,0,8,1,0,0,0,0,0,0,0,0
PM40,2025-03-08T13:19:51,0,0,267,137,0,0,0,0,0,0,0,0
PM37,2020-11-02T10:04:43,0,0,293,134,0,0,0,0,0,0,0,0
PM36,2025-03-08T13:19:03,0,0,671,351,0,0,0,0,0,0,0,0
SK93,2025-03-08T13:18:04,0,0,472,341,0,0,0,0,0,0,0,0
SK2,2025-03-08T13:17:49,0,0,360,237,0,0,0,0,0,0,0,0
SK60,2025-03-08T13:17:53,0,0,867,669,0,0,0,0,0,0,0,0
SK15,2025-03-08T13:18:14,0,0,1358,1007,0,0,0,0,0,0,0,0
SK17,2020-12-14T09:35:53,0,0,677,539,0,0,0,0,0,0,0,0
SK12,2025-03-08T13:18:08,0,0,354,244,0,0,0,0,0,0,0,0
W4,2025-03-08T13:19:43,0,0,32,0,0,0,0,0,0,0,0,0
SK22,2025-03-08T13:17:58,0,0,507,386,0,0,0,0,0,0,0,0
SK21,2025-03-08T13:18:02,0,0,653,488,0,0,0,0,0,0,0,0
SK13,2025-03-08T13:17:50,0,0,355,238,0,0,0,0,0,0,0,0
SK6,2025-03-08T13:17:52,0,0,473,407,0,0,0,0,0,0,0,0
CK52,2025-03-08T13:19:46,0,0,2064,1872,0,0,0,0,0,0,0,0
P1,2025-03-08T13:18:03,0,0,314,211,0,0,0,0,0,0,0,0
P2,2025-03-08T13:18:07,0,0,293,165,0,0,0,0,0,0,0,0
P3,2025-03-08T13:18:08,0,0,658,458,0,0,0,0,0,0,0,0
P4,2025-03-08T13:18:17,0,0,411,242,0,0,0,0,0,0,0,0
P5,2025-03-08T13:18:05,0,0,520,313,0,0,0,0,0,0,0,0
P5L,2020-04-01T02:35:29,0,0,4,0,0,0,0,0,0,0,0,0
P6,2025-03-08T13:17:53,0,0,547,343,0,0,0,0,0,0,0,0
P6L,2020-04-01T02:35:29,0,0,6,6,0,0,0,0,0,0,0,0
PL14,2025-03-08T13:19:42,0,0,741,562,0,0,0,0,0,0,0,0
PL15,2025-03-08T13:18:06,0,0,500,377,0,0,0,0,0,0,0,0
PL25,2025-03-08T13:18:13,0,0,283,187,0,0,0,0,0,0,0,0
PL29,2025-03-08T13:19:18,0,0,298,174,0,0,0,0,0,0,0,0
PL30,2025-03-08T13:19:42,0,0,204,107,0,0,0,0,0,0,0,0
PL31,2025-03-08T13:18:18,0,0,222,103,0,0,0,0,0,0,0,0
PL32,2025-03-08T13:17:58,0,0,203,138,0,0,0,0,0,0,0,0
PL33,2025-03-08T13:17:57,0,0,48,11,0,0,0,0,0,0,0,0
PL39,2025-03-08T13:17:51,0,0,430,261,0,0,0,0,0,0,0,0
PL40,2025-03-08T13:18:17,0,0,243,124,0,0,0,0,0,0,0,0
