car_park_no,update_datetime,capacity_H_lots,available_H_lots,capacity_C_lots,available_C_lots,capacity_Y_lots,available_Y_lots,capacity_L_lots,available_L_lots,capacity_S_lots,available_S_lots,capacity_M_lots,available_M_lots
PL78,2025-03-08T13:20:08,0,0,472,240,0,0,0,0,0,0,0,0
PL77,2025-03-08T13:20:10,0,0,376,222,0,0,0,0,0,0,0,0
TJ41,2025-03-08T13:18:47,0,0,316,212,0,0,0,0,0,0,0,0
J49M,2025-03-08T13:18:55,0,0,423,334,0,0,0,0,0,0,0,0
TJ42,2025-03-08T13:19:36,0,0,126,95,0,0,0,0,0,0,0,0
CK73,2025-03-08T13:19:53,0,0,501,351,0,0,0,0,0,0,0,0
U64,2025-03-08T13:19:46,0,0,382,246,0,0,0,0,0,0,0,0
W691,2025-03-08T13:20:04,0,0,333,226,0,0,0,0,0,0,0,0
W693,2025-03-08T13:19:52,0,0,322,215,0,0,0,0,0,0,0,0
W694,2025-03-08T13:19:53,0,0,313,223,0,0,0,0,0,0,0,0
SB37,2025-03-08T13:20:13,0,0,719,457,0,0,0,0,0,0,228,63
SB39,2025-03-08T13:19:52,0,0,273,203,0,0,0,0,0,0,61,30
SB38,2025-03-08T13:20:08,0,0,666,518,0,0,0,0,0,0,181,122
SB40,2025-03-08T13:20:06,0,0,263,194,0,0,0,0,0,0,88,46
Y77L,2023-01-26T21:53:42,0,0,2,1,0,0,0,0,0,0,0,0
Y77M,2025-03-08T13:20:02,0,0,423,241,0,0,0,0,0,0,0,0
Y78M,2025-03-08T13:20:01,0,0,216,117,0,0,0,0,0,0,0,0
A33,2025-03-08T13:19:57,0,0,2,0,0,0,0,0,0,0,0,0
AM64,2025-03-08T13:19:51,0,0,552,430,0,0,0,0,0,0,0,0
S100,2025-03-08T13:16:57,0,0,1104,725,0,0,0,0,0,0,0,0
PL70,2025-03-08T13:20:18,0,0,773,452,0,0,0,0,0,0,0,0
HG2A,2025-03-08T13:20:06,0,0,408,239,0,0,0,0,0,0,0,0
HG2C,2025-03-08T13:19:58,0,0,483,357,0,0,0,0,0,0,0,0
HRM,2025-03-08T13:19:36,0,0,751,524,0,0,0,0,0,0,196,133
MM6,2025-03-08T13:19:10,0,0,413,287,0,0,0,0,0,0,0,0
TM52,2025-03-08T13:19:50,0,0,496,334,0,0,0,0,0,0,0,0
HG2D,2025-03-08T13:20:06,0,0,36,10,0,0,0,0,0,0,0,0
J44,2025-03-08T13:19:20,0,0,200,91,0,0,0,0,0,0,0,0
U66,2025-03-08T13:19:33,0,0,452,312,0,0,0,0,0,0,0,0
U65,2025-03-08T13:19:33,0,0,391,215,0,0,0,0,0,0,0,0
W182,2025-03-08T13:19:49,0,0,425,269,0,0,0,0,0,0,0,0
W185,2025-03-08T13:19:49,0,0,540,384,0,0,0,0,0,0,0,0
Y73M,2025-03-08T13:20:10,0,0,762,463,0,0,0,0,0,0,124,0
Y74M,2025-03-08T13:20:11,0,0,379,271,0,0,0,0,0,0,109,57
Y75M,2019-03-08T15:56:34,0,0,379,327,0,0,0,0,0,0,0,0
Y76M,2025-03-08T13:20:10,0,0,421,239,0,0,0,0,0,0,91,47
SB42,2025-03-08T13:20:01,0,0,395,289,0,0,0,0,0,0,0,0
S36L,2025-03-08T13:19:50,0,0,4,3,0,0,0,0,0,0,0,0
S38L,2025-03-08T13:20:09,0,0,8,5,0,0,0,0,0,0,0,0
S40L,2025-03-08T13:20:06,0,0,4,3,0,0,0,0,0,0,0,0
Y79L,2025-03-08T13:19:48,0,0,8,0,0,0,0,0,0,0,0,0
U63,2025-03-08T13:19:40,0,0,83,16,0,0,0,0,0,0,0,0
B44B,2025-03-08T13:20:08,0,0,102,67,0,0,0,0,0,0,0,0
C28M,2025-03-08T13:19:32,0,0,305,243,0,0,0,0,0,0,51,41
TWM4,2025-03-08T13:19:33,0,0,200,147,0,0,0,0,0,0,0,0
U54,2025-03-08T13:19:45,0,0,235,177,0,0,0,0,0,0,0,0
J8M,2025-03-08T13:19:07,0,0,139,110,0,0,0,0,0,0,0,0
Y35,2025-03-08T13:19:35,0,0,402,184,0,0,0,0,0,0,0,0
W100,2025-03-08T13:19:18,0,0,282,77,0,0,0,0,0,0,0,0
W546,2025-03-08T13:19:31,0,0,631,460,0,0,0,0,0,0,0,0
SPM,2025-03-08T13:14:44,50,50,0,0,51,40,0,0,0,0,0,0
BA1,2025-03-08T13:18:19,0,0,278,146,0,0,0,0,0,0,0,0
U68,2025-03-08T13:19:07,0,0,258,152,0,0,0,0,0,0,0,0
SB35,2025-03-08T13:19:50,0,0,549,400,0,0,0,0,0,0,0,0
J29,2025-03-08T13:20:14,0,0,467,255,0,0,0,0,0,0,0,0
J74M,2025-03-08T13:19:50,0,0,72,39,0,0,0,0,0,0,0,0
NT3,2025-03-08T13:19:55,0,0,796,114,0,0,0,0,0,0,0,0
TM53,2025-03-08T13:19:54,0,0,343,243,0,0,0,0,0,0,0,0
T47,2025-03-08T13:20:15,0,0,669,333,0,0,0,0,0,0,0,0
T47A,2025-03-08T13:19:50,0,0,88,46,0,0,0,0,0,0,0,0
TBL,2025-03-08T13:19:47,0,0,1000,994,0,0,0,0,0,0,0,0
TBM8,2025-03-08T13:19:46,0,0,960,661,0,0,0,0,0,0,116,71
C3ML,2025-03-08T13:15:11,1,0,10,8,10,2,0,0,0,0,0,0
BA2,2025-03-08T13:18:34,0,0,361,177,0,0,0,0,0,0,0,0
K52,2025-03-08T13:19:10,0,0,102,55,0,0,0,0,0,0,0,0
W574,2025-03-08T13:19:50,0,0,479,294,0,0,0,0,0,0,0,0
SE52,2025-03-08T13:20:18,0,0,21,15,0,0,0,0,0,0,0,0
S111,2025-03-08T13:19:20,0,0,570,297,0,0,0,0,0,0,0,0
SK52,2025-03-08T13:19:41,0,0,770,535,0,0,0,0,0,0,0,0
TM46,2025-03-08T13:19:59,0,0,778,526,0,0,0,0,0,0,0,0
NT1,2025-03-08T13:20:03,0,0,469,295,0,0,0,0,0,0,0,0
NT2,2025-03-08T13:20:06,0,0,601,384,0,0,0,0,0,0,0,0
NTL,2025-03-08T13:20:09,0,0,19,0,0,0,0,0,0,0,0,0
JS3L,2025-03-08T13:20:00,0,0,2010,1942,0,0,0,0,0,0,0,0
SB44,2025-03-08T13:19:33,0,0,505,304,0,0,0,0,0,0,0,0
NT4,2025-03-08T13:20:09,0,0,528,259,0,0,0,0,0,0,0,0
DWVT,2025-03-08T13:19:43,0,0,318,246,0,0,0,0,0,0,81,59
SE5L,2025-03-08T08:39:42,0,0,59,58,0,0,0,0,0,0,0,0
HG18,2025-03-08T13:20:18,0,0,242,113,0,0,0,0,0,0,0,0
P12,2025-03-08T13:19:36,0,0,124,77,0,0,0,0,0,0,29,0
BA3,2025-03-08T13:19:39,0,0,622,311,0,0,0,0,0,0,0,0
SK97,2025-03-08T13:19:56,0,0,47,0,0,0,0,0,0,0,0,0
S113,2025-03-08T13:20:06,0,0,426,284,0,0,0,0,0,0,0,0
S13L,2025-03-08T13:20:13,0,0,11,1,0,0,0,0,0,0,0,0
S14L,2025-03-08T13:19:51,0,0,9,0,0,0,0,0,0,0,0,0
C21L,2025-03-08T13:06:58,1,0,0,0,10,4,0,0,0,0,0,0
B10M,2025-03-08T13:19:53,0,0,303,169,0,0,0,0,0,0,0,0
PDQ5,2025-03-08T13:18:58,0,0,135,92,0,0,0,0,0,0,0,0
SAM,2025-03-08T13:18:54,0,0,327,241,0,0,0,0,0,0,0,0
PD8W,2025-03-08T13:19:04,0,0,290,223,0,0,0,0,0,0,0,0
PDC4,2025-03-08T13:18:43,0,0,178,138,0,0,0,0,0,0,0,0
PDJ3,2025-03-08T13:18:52,0,0,212,48,0,0,0,0,0,0,0,0
PDJ7,2025-03-08T13:18:45,0,0,316,97,0,0,0,0,0,0,0,0
PDP4,2025-03-08T13:18:53,0,0,167,110,0,0,0,0,0,0,0,0
PDW5,2025-03-08T13:18:58,0,0,270,135,0,0,0,0,0,0,0,0
PDW8,2025-03-08T13:19:10,0,0,390,319,0,0,0,0,0,0,0,0
JS4L,2025-03-08T13:19:48,0,0,12,4,0,0,0,0,0,0,0,0
SB45,2025-03-08T13:19:29,0,0,416,230,0,0,0,0,0,0,0,0
SB46,2025-03-08T13:19:39,0,0,443,260,0,0,0,0,0,0,0,0
C19M,2025-03-08T13:16:42,40,0,439,189,84,61,0,0,0,0,0,0
B98,2025-03-08T13:20:06,0,0,473,349,0,0,0,0,0,0,0,0
U70,2025-03-08T13:19:41,0,0,805,630,0,0,0,0,0,0,0,0
SB43,2025-03-08T13:18:08,0,0,202,135,0,0,0,0,0,0,0,0
Q41,2025-03-08T13:19:43,0,0,90,44,0,0,0,0,0,0,28,21
SK53,2025-03-08T13:17:50,0,0,770,536,0,0,0,0,0,0,0,0
CKT2,2025-03-08T13:19:20,0,0,81,13,0,0,0,0,0,0,0,0
TM54,2025-03-08T13:19:55,0,0,265,155,0,0,0,0,0,0,0,0
JS5L,2025-03-08T13:20:01,0,0,30,2,0,0,0,0,0,0,0,0
C2M,2025-03-08T13:19:21,0,0,765,494,0,0,0,0,0,0,0,0
TRM,2025-03-08T13:12:57,50,50,272,120,77,59,0,0,0,0,0,0
S39L,2025-03-08T13:19:42,0,0,5,4,0,0,0,0,0,0,0,0
HG3L,2025-03-08T13:20:11,0,0,725,460,0,0,0,0,0,0,0,0
HG3E,2025-03-08T13:20:12,0,0,299,194,0,0,0,0,0,0,0,0
HG1,2025-03-08T13:19:52,0,0,164,47,0,0,0,0,0,0,0,0
AM14,2025-03-08T13:18:35,0,0,350,184,0,0,0,0,0,0,0,0
CR1A,2025-03-08T13:19:17,0,0,22,0,0,0,0,0,0,0,0,0
CR1B,2025-03-08T13:19:12,0,0,20,0,0,0,0,0,0,0,0,0
U69,2025-03-08T13:19:57,0,0,389,243,0,0,0,0,0,0,0,0
B48B,2025-03-08T13:19:33,0,0,73,37,0,0,0,0,0,0,0,0
TM55,2025-03-08T13:20:17,0,0,298,178,0,0,0,0,0,0,0,0
T58,2025-03-08T13:19:52,0,0,99,35,0,0,0,0,0,0,0,0
HG1E,2025-03-08T13:19:27,0,0,306,60,0,0,0,0,0,0,0,0
NT6,2025-03-08T13:19:39,0,0,502,290,0,0,0,0,0,0,0,0
BJAL,2025-03-08T13:19:39,0,0,38,23,0,0,0,0,0,0,0,0
DWSP,2025-03-08T13:14:08,50,50,604,341,131,54,0,0,0,0,0,0
Y82M,2025-03-08T13:18:00,0,0,343,217,0,0,0,0,0,0,0,0
BJBL,2025-03-08T13:19:58,0,0,13,0,0,0,0,0,0,0,0,0
PDL2,2025-03-08T13:19:18,0,0,278,31,0,0,0,0,0,0,0,0
NT5,2025-03-08T13:19:46,0,0,1489,734,0,0,0,0,0,0,0,0
A61,2025-03-08T13:20:01,0,0,1129,463,0,0,0,0,0,0,0,0
Y38,2025-03-08T13:17:57,0,0,630,202,0,0,0,0,0,0,0,0
BA4,2025-03-08T13:19:41,0,0,964,548,0,0,0,0,0,0,0,0
JS1L,2025-03-08T13:19:55,0,0,10,0,0,0,0,0,0,0,0,0
A26,2025-03-08T13:19:22,0,0,333,234,0,0,0,0,0,0,0,0
B65M,2025-03-08T13:20:55,0,0,674,430,0,0,0,0,0,0,0,0
B65L,2025-03-08T13:20:55,0,0,4,0,0,0,0,0,0,0,0,0
BE3,2025-03-08T13:19:49,0,0,319,169,0,0,0,0,0,0,0,0
BE3R,2025-03-08T13:19:49,0,0,195,121,0,0,0,0,0,0,0,0
B8B,2025-03-08T13:19:33,0,0,249,137,0,0,0,0,0,0,0,0
BA6,2025-03-08T13:19:27,0,0,350,56,0,0,0,0,0,0,0,0
BA8,2025-03-08T13:19:44,0,0,251,169,0,0,0,0,0,0,0,0
BA7,2025-03-08T13:19:44,0,0,261,147,0,0,0,0,0,0,0,0
SS1L,2025-03-08T13:19:36,0,0,4,0,0,0,0,0,0,0,0,0
BA9,2025-03-08T13:19:37,0,0,918,508,0,0,0,0,0,0,0,0
H3DL,2025-03-08T13:19:40,0,0,2,0,0,0,0,0,0,0,0,0
H3BL,2025-03-08T13:20:09,0,0,10,4,0,0,0,0,0,0,0,0
A101,2025-03-08T13:19:13,0,0,200,116,0,0,0,0,0,0,0,0
W4L,2025-03-08T13:19:34,0,0,20,0,0,0,0,0,0,0,0,0
TH3,2025-03-08T13:18:57,0,0,558,245,0,0,0,0,0,0,0,0
TH3L,2025-03-08T13:18:57,0,0,300,293,0,0,0,0,0,0,0,0
THPP,2025-03-08T13:18:57,0,0,15,10,0,0,0,0,0,0,0,0
TWCM,2025-03-08T13:17:48,0,0,279,192,0,0,0,0,0,0,0,0
PL90,2025-03-08T13:19:00,0,0,1033,657,0,0,0,0,0,0,0,0
